7.9471 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113b74790>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1024,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
61.9270 	EXP 	down: autoDraw = True
61.9437 	EXP 	center: autoDraw = True
61.9437 	EXP 	left: autoDraw = True
61.9437 	EXP 	right: autoDraw = True
61.9437 	EXP 	up: autoDraw = True
61.9437 	EXP 	down: autoDraw = True
61.9604 	EXP 	center: autoDraw = True
61.9604 	EXP 	left: autoDraw = True
61.9604 	EXP 	right: autoDraw = True
61.9604 	EXP 	up: autoDraw = True
61.9604 	EXP 	down: autoDraw = True
61.9771 	EXP 	center: autoDraw = True
61.9771 	EXP 	left: autoDraw = True
61.9771 	EXP 	right: autoDraw = True
61.9771 	EXP 	up: autoDraw = True
61.9771 	EXP 	down: autoDraw = True
61.9940 	EXP 	center: autoDraw = True
61.9940 	EXP 	left: autoDraw = True
61.9940 	EXP 	right: autoDraw = True
61.9940 	EXP 	up: autoDraw = True
61.9940 	EXP 	down: autoDraw = True
62.0097 	EXP 	center: autoDraw = True
62.0097 	EXP 	left: autoDraw = True
62.0097 	EXP 	right: autoDraw = True
62.0097 	EXP 	up: autoDraw = True
62.0097 	EXP 	down: autoDraw = True
62.0268 	EXP 	center: autoDraw = True
62.0268 	EXP 	left: autoDraw = True
62.0268 	EXP 	right: autoDraw = True
62.0268 	EXP 	up: autoDraw = True
62.0268 	EXP 	down: autoDraw = True
62.0438 	EXP 	center: autoDraw = True
62.0438 	EXP 	left: autoDraw = True
62.0438 	EXP 	right: autoDraw = True
62.0438 	EXP 	up: autoDraw = True
62.0438 	EXP 	down: autoDraw = True
62.0603 	EXP 	center: autoDraw = True
62.0603 	EXP 	left: autoDraw = True
62.0603 	EXP 	right: autoDraw = True
62.0603 	EXP 	up: autoDraw = True
62.0603 	EXP 	down: autoDraw = True
62.0770 	EXP 	center: autoDraw = True
62.0770 	EXP 	left: autoDraw = True
62.0770 	EXP 	right: autoDraw = True
62.0770 	EXP 	up: autoDraw = True
62.0770 	EXP 	down: autoDraw = True
62.0937 	EXP 	center: autoDraw = True
62.0937 	EXP 	left: autoDraw = True
62.0937 	EXP 	right: autoDraw = True
62.0937 	EXP 	up: autoDraw = True
62.0937 	EXP 	down: autoDraw = True
62.1104 	EXP 	center: autoDraw = True
62.1104 	EXP 	left: autoDraw = True
62.1104 	EXP 	right: autoDraw = True
62.1104 	EXP 	up: autoDraw = True
62.1104 	EXP 	down: autoDraw = True
62.1272 	EXP 	center: autoDraw = True
62.1272 	EXP 	left: autoDraw = True
62.1272 	EXP 	right: autoDraw = True
62.1272 	EXP 	up: autoDraw = True
62.1272 	EXP 	down: autoDraw = True
62.1439 	EXP 	center: autoDraw = True
62.1439 	EXP 	left: autoDraw = True
62.1439 	EXP 	right: autoDraw = True
62.1439 	EXP 	up: autoDraw = True
62.1439 	EXP 	down: autoDraw = True
62.1607 	EXP 	center: autoDraw = True
62.1607 	EXP 	left: autoDraw = True
62.1607 	EXP 	right: autoDraw = True
62.1607 	EXP 	up: autoDraw = True
62.1607 	EXP 	down: autoDraw = True
62.1771 	EXP 	center: autoDraw = True
62.1771 	EXP 	left: autoDraw = True
62.1771 	EXP 	right: autoDraw = True
62.1771 	EXP 	up: autoDraw = True
62.1771 	EXP 	down: autoDraw = True
62.1938 	EXP 	center: autoDraw = True
62.1938 	EXP 	left: autoDraw = True
62.1938 	EXP 	right: autoDraw = True
62.1938 	EXP 	up: autoDraw = True
62.1938 	EXP 	down: autoDraw = True
62.2106 	EXP 	center: autoDraw = True
62.2106 	EXP 	left: autoDraw = True
62.2106 	EXP 	right: autoDraw = True
62.2106 	EXP 	up: autoDraw = True
62.2106 	EXP 	down: autoDraw = True
62.2269 	EXP 	center: autoDraw = True
62.2269 	EXP 	left: autoDraw = True
62.2269 	EXP 	right: autoDraw = True
62.2269 	EXP 	up: autoDraw = True
62.2269 	EXP 	down: autoDraw = True
62.2437 	EXP 	center: autoDraw = True
62.2437 	EXP 	left: autoDraw = True
62.2437 	EXP 	right: autoDraw = True
62.2437 	EXP 	up: autoDraw = True
62.2437 	EXP 	down: autoDraw = True
62.2605 	EXP 	center: autoDraw = True
62.2605 	EXP 	left: autoDraw = True
62.2605 	EXP 	right: autoDraw = True
62.2605 	EXP 	up: autoDraw = True
62.2605 	EXP 	down: autoDraw = True
62.2772 	EXP 	center: autoDraw = True
62.2772 	EXP 	left: autoDraw = True
62.2772 	EXP 	right: autoDraw = True
62.2772 	EXP 	up: autoDraw = True
62.2772 	EXP 	down: autoDraw = True
62.2938 	EXP 	center: autoDraw = True
62.2938 	EXP 	left: autoDraw = True
62.2938 	EXP 	right: autoDraw = True
62.2938 	EXP 	up: autoDraw = True
62.2938 	EXP 	down: autoDraw = True
62.3106 	EXP 	center: autoDraw = True
62.3106 	EXP 	left: autoDraw = True
62.3106 	EXP 	right: autoDraw = True
62.3106 	EXP 	up: autoDraw = True
62.3106 	EXP 	down: autoDraw = True
62.3270 	EXP 	center: autoDraw = True
62.3270 	EXP 	left: autoDraw = True
62.3270 	EXP 	right: autoDraw = True
62.3270 	EXP 	up: autoDraw = True
62.3270 	EXP 	down: autoDraw = True
62.3439 	EXP 	center: autoDraw = True
62.3439 	EXP 	left: autoDraw = True
62.3439 	EXP 	right: autoDraw = True
62.3439 	EXP 	up: autoDraw = True
62.3439 	EXP 	down: autoDraw = True
62.3605 	EXP 	center: autoDraw = True
62.3605 	EXP 	left: autoDraw = True
62.3605 	EXP 	right: autoDraw = True
62.3605 	EXP 	up: autoDraw = True
62.3605 	EXP 	down: autoDraw = True
62.3773 	EXP 	center: autoDraw = True
62.3773 	EXP 	left: autoDraw = True
62.3773 	EXP 	right: autoDraw = True
62.3773 	EXP 	up: autoDraw = True
62.3773 	EXP 	down: autoDraw = True
62.3936 	EXP 	center: autoDraw = True
62.3936 	EXP 	left: autoDraw = True
62.3936 	EXP 	right: autoDraw = True
62.3936 	EXP 	up: autoDraw = True
62.3936 	EXP 	down: autoDraw = True
62.4105 	EXP 	center: autoDraw = True
62.4105 	EXP 	left: autoDraw = True
62.4105 	EXP 	right: autoDraw = True
62.4105 	EXP 	up: autoDraw = True
62.4105 	EXP 	down: autoDraw = True
62.4268 	EXP 	center: autoDraw = True
62.4268 	EXP 	left: autoDraw = True
62.4268 	EXP 	right: autoDraw = True
62.4268 	EXP 	up: autoDraw = True
62.4268 	EXP 	down: autoDraw = True
62.4436 	EXP 	center: autoDraw = True
62.4436 	EXP 	left: autoDraw = True
62.4436 	EXP 	right: autoDraw = True
62.4436 	EXP 	up: autoDraw = True
62.4436 	EXP 	down: autoDraw = True
62.4604 	EXP 	center: autoDraw = True
62.4604 	EXP 	left: autoDraw = True
62.4604 	EXP 	right: autoDraw = True
62.4604 	EXP 	up: autoDraw = True
62.4604 	EXP 	down: autoDraw = True
62.4771 	EXP 	center: autoDraw = True
62.4771 	EXP 	left: autoDraw = True
62.4771 	EXP 	right: autoDraw = True
62.4771 	EXP 	up: autoDraw = True
62.4771 	EXP 	down: autoDraw = True
62.4938 	EXP 	center: autoDraw = True
62.4938 	EXP 	left: autoDraw = True
62.4938 	EXP 	right: autoDraw = True
62.4938 	EXP 	up: autoDraw = True
62.4938 	EXP 	down: autoDraw = True
62.5104 	EXP 	center: autoDraw = True
62.5104 	EXP 	left: autoDraw = True
62.5104 	EXP 	right: autoDraw = True
62.5104 	EXP 	up: autoDraw = True
62.5104 	EXP 	down: autoDraw = True
62.5272 	EXP 	center: autoDraw = True
62.5272 	EXP 	left: autoDraw = True
62.5272 	EXP 	right: autoDraw = True
62.5272 	EXP 	up: autoDraw = True
62.5272 	EXP 	down: autoDraw = True
62.5439 	EXP 	center: autoDraw = True
62.5439 	EXP 	left: autoDraw = True
62.5439 	EXP 	right: autoDraw = True
62.5439 	EXP 	up: autoDraw = True
62.5439 	EXP 	down: autoDraw = True
62.5596 	EXP 	center: autoDraw = True
62.5596 	EXP 	left: autoDraw = True
62.5596 	EXP 	right: autoDraw = True
62.5596 	EXP 	up: autoDraw = True
62.5596 	EXP 	down: autoDraw = True
62.5773 	EXP 	center: autoDraw = True
62.5773 	EXP 	left: autoDraw = True
62.5773 	EXP 	right: autoDraw = True
62.5773 	EXP 	up: autoDraw = True
62.5773 	EXP 	down: autoDraw = True
62.5938 	EXP 	center: autoDraw = True
62.5938 	EXP 	left: autoDraw = True
62.5938 	EXP 	right: autoDraw = True
62.5938 	EXP 	up: autoDraw = True
62.5938 	EXP 	down: autoDraw = True
62.6105 	EXP 	center: autoDraw = True
62.6105 	EXP 	left: autoDraw = True
62.6105 	EXP 	right: autoDraw = True
62.6105 	EXP 	up: autoDraw = True
62.6105 	EXP 	down: autoDraw = True
62.6271 	EXP 	center: autoDraw = True
62.6271 	EXP 	left: autoDraw = True
62.6271 	EXP 	right: autoDraw = True
62.6271 	EXP 	up: autoDraw = True
62.6271 	EXP 	down: autoDraw = True
62.6439 	EXP 	center: autoDraw = True
62.6439 	EXP 	left: autoDraw = True
62.6439 	EXP 	right: autoDraw = True
62.6439 	EXP 	up: autoDraw = True
62.6439 	EXP 	down: autoDraw = True
62.6606 	EXP 	center: autoDraw = True
62.6606 	EXP 	left: autoDraw = True
62.6606 	EXP 	right: autoDraw = True
62.6606 	EXP 	up: autoDraw = True
62.6606 	EXP 	down: autoDraw = True
62.6769 	EXP 	center: autoDraw = True
62.6769 	EXP 	left: autoDraw = True
62.6769 	EXP 	right: autoDraw = True
62.6769 	EXP 	up: autoDraw = True
62.6769 	EXP 	down: autoDraw = True
62.6936 	EXP 	center: autoDraw = True
62.6936 	EXP 	left: autoDraw = True
62.6936 	EXP 	right: autoDraw = True
62.6936 	EXP 	up: autoDraw = True
62.6936 	EXP 	down: autoDraw = True
62.7102 	EXP 	center: autoDraw = True
62.7102 	EXP 	left: autoDraw = True
62.7102 	EXP 	right: autoDraw = True
62.7102 	EXP 	up: autoDraw = True
62.7102 	EXP 	down: autoDraw = True
62.7270 	EXP 	center: autoDraw = True
62.7270 	EXP 	left: autoDraw = True
62.7270 	EXP 	right: autoDraw = True
62.7270 	EXP 	up: autoDraw = True
62.7270 	EXP 	down: autoDraw = True
62.7272 	EXP 	Sound  started
62.7310 	DATA 	sclo | frame count: 480
62.7436 	EXP 	center: autoDraw = True
62.7436 	EXP 	left: autoDraw = True
62.7436 	EXP 	right: autoDraw = True
62.7436 	EXP 	up: autoDraw = True
62.7436 	EXP 	down: autoDraw = True
62.7603 	EXP 	center: autoDraw = True
62.7603 	EXP 	left: autoDraw = True
62.7603 	EXP 	right: autoDraw = True
62.7603 	EXP 	up: autoDraw = True
62.7603 	EXP 	down: autoDraw = True
62.7770 	EXP 	center: autoDraw = True
62.7770 	EXP 	left: autoDraw = True
62.7770 	EXP 	right: autoDraw = True
62.7770 	EXP 	up: autoDraw = True
62.7770 	EXP 	down: autoDraw = True
62.7938 	EXP 	center: autoDraw = True
62.7938 	EXP 	left: autoDraw = True
62.7938 	EXP 	right: autoDraw = True
62.7938 	EXP 	up: autoDraw = True
62.7938 	EXP 	down: autoDraw = True
62.8105 	EXP 	center: autoDraw = True
62.8105 	EXP 	left: autoDraw = True
62.8105 	EXP 	right: autoDraw = True
62.8105 	EXP 	up: autoDraw = True
62.8105 	EXP 	down: autoDraw = True
62.8266 	EXP 	center: autoDraw = True
62.8266 	EXP 	left: autoDraw = True
62.8266 	EXP 	right: autoDraw = True
62.8266 	EXP 	up: autoDraw = True
62.8266 	EXP 	down: autoDraw = True
62.8437 	EXP 	center: autoDraw = True
62.8437 	EXP 	left: autoDraw = True
62.8437 	EXP 	right: autoDraw = True
62.8437 	EXP 	up: autoDraw = True
62.8437 	EXP 	down: autoDraw = True
62.8603 	EXP 	center: autoDraw = True
62.8603 	EXP 	left: autoDraw = True
62.8603 	EXP 	right: autoDraw = True
62.8603 	EXP 	up: autoDraw = True
62.8603 	EXP 	down: autoDraw = True
62.8771 	EXP 	center: autoDraw = True
62.8771 	EXP 	left: autoDraw = True
62.8771 	EXP 	right: autoDraw = True
62.8771 	EXP 	up: autoDraw = True
62.8771 	EXP 	down: autoDraw = True
62.8938 	EXP 	center: autoDraw = True
62.8938 	EXP 	left: autoDraw = True
62.8938 	EXP 	right: autoDraw = True
62.8938 	EXP 	up: autoDraw = True
62.8938 	EXP 	down: autoDraw = True
62.9102 	EXP 	center: autoDraw = True
62.9102 	EXP 	left: autoDraw = True
62.9102 	EXP 	right: autoDraw = True
62.9102 	EXP 	up: autoDraw = True
62.9102 	EXP 	down: autoDraw = True
62.9270 	EXP 	center: autoDraw = True
62.9270 	EXP 	left: autoDraw = True
62.9270 	EXP 	right: autoDraw = True
62.9270 	EXP 	up: autoDraw = True
62.9270 	EXP 	down: autoDraw = True
62.9439 	EXP 	center: autoDraw = True
62.9439 	EXP 	left: autoDraw = True
62.9439 	EXP 	right: autoDraw = True
62.9439 	EXP 	up: autoDraw = True
62.9439 	EXP 	down: autoDraw = True
62.9603 	EXP 	center: autoDraw = True
62.9603 	EXP 	left: autoDraw = True
62.9603 	EXP 	right: autoDraw = True
62.9603 	EXP 	up: autoDraw = True
62.9603 	EXP 	down: autoDraw = True
62.9771 	EXP 	center: autoDraw = True
62.9771 	EXP 	left: autoDraw = True
62.9771 	EXP 	right: autoDraw = True
62.9771 	EXP 	up: autoDraw = True
62.9771 	EXP 	down: autoDraw = True
62.9939 	EXP 	center: autoDraw = True
62.9939 	EXP 	left: autoDraw = True
62.9939 	EXP 	right: autoDraw = True
62.9939 	EXP 	up: autoDraw = True
62.9939 	EXP 	down: autoDraw = True
63.0105 	EXP 	center: autoDraw = True
63.0105 	EXP 	left: autoDraw = True
63.0105 	EXP 	right: autoDraw = True
63.0105 	EXP 	up: autoDraw = True
63.0105 	EXP 	down: autoDraw = True
63.0273 	EXP 	center: autoDraw = True
63.0273 	EXP 	left: autoDraw = True
63.0273 	EXP 	right: autoDraw = True
63.0273 	EXP 	up: autoDraw = True
63.0273 	EXP 	down: autoDraw = True
63.0436 	EXP 	center: autoDraw = True
63.0436 	EXP 	left: autoDraw = True
63.0436 	EXP 	right: autoDraw = True
63.0436 	EXP 	up: autoDraw = True
63.0436 	EXP 	down: autoDraw = True
63.0605 	EXP 	center: autoDraw = True
63.0605 	EXP 	left: autoDraw = True
63.0605 	EXP 	right: autoDraw = True
63.0605 	EXP 	up: autoDraw = True
63.0605 	EXP 	down: autoDraw = True
63.0772 	EXP 	center: autoDraw = True
63.0772 	EXP 	left: autoDraw = True
63.0772 	EXP 	right: autoDraw = True
63.0772 	EXP 	up: autoDraw = True
63.0772 	EXP 	down: autoDraw = True
63.0936 	EXP 	center: autoDraw = True
63.0936 	EXP 	left: autoDraw = True
63.0936 	EXP 	right: autoDraw = True
63.0936 	EXP 	up: autoDraw = True
63.0936 	EXP 	down: autoDraw = True
63.1103 	EXP 	center: autoDraw = True
63.1103 	EXP 	left: autoDraw = True
63.1103 	EXP 	right: autoDraw = True
63.1103 	EXP 	up: autoDraw = True
63.1103 	EXP 	down: autoDraw = True
63.1270 	EXP 	center: autoDraw = True
63.1270 	EXP 	left: autoDraw = True
63.1270 	EXP 	right: autoDraw = True
63.1270 	EXP 	up: autoDraw = True
63.1270 	EXP 	down: autoDraw = True
63.1437 	EXP 	center: autoDraw = True
63.1437 	EXP 	left: autoDraw = True
63.1437 	EXP 	right: autoDraw = True
63.1437 	EXP 	up: autoDraw = True
63.1437 	EXP 	down: autoDraw = True
63.1604 	EXP 	center: autoDraw = True
63.1604 	EXP 	left: autoDraw = True
63.1604 	EXP 	right: autoDraw = True
63.1604 	EXP 	up: autoDraw = True
63.1604 	EXP 	down: autoDraw = True
63.1771 	EXP 	center: autoDraw = True
63.1771 	EXP 	left: autoDraw = True
63.1771 	EXP 	right: autoDraw = True
63.1771 	EXP 	up: autoDraw = True
63.1771 	EXP 	down: autoDraw = True
63.1938 	EXP 	center: autoDraw = True
63.1938 	EXP 	left: autoDraw = True
63.1938 	EXP 	right: autoDraw = True
63.1938 	EXP 	up: autoDraw = True
63.1938 	EXP 	down: autoDraw = True
63.2098 	EXP 	center: autoDraw = True
63.2098 	EXP 	left: autoDraw = True
63.2098 	EXP 	right: autoDraw = True
63.2098 	EXP 	up: autoDraw = True
63.2098 	EXP 	down: autoDraw = True
63.2269 	EXP 	center: autoDraw = True
63.2269 	EXP 	left: autoDraw = True
63.2269 	EXP 	right: autoDraw = True
63.2269 	EXP 	up: autoDraw = True
63.2269 	EXP 	down: autoDraw = True
63.2271 	DATA 	wsqS
63.2438 	EXP 	center: autoDraw = True
63.2438 	EXP 	left: autoDraw = True
63.2438 	EXP 	right: autoDraw = True
63.2438 	EXP 	up: autoDraw = True
63.2438 	EXP 	down: autoDraw = True
63.2438 	EXP 	whitesquare: autoDraw = True
63.2604 	EXP 	center: autoDraw = True
63.2604 	EXP 	left: autoDraw = True
63.2604 	EXP 	right: autoDraw = True
63.2604 	EXP 	up: autoDraw = True
63.2604 	EXP 	down: autoDraw = True
63.2604 	EXP 	whitesquare: autoDraw = False
63.2771 	EXP 	center: autoDraw = True
63.2771 	EXP 	left: autoDraw = True
63.2771 	EXP 	right: autoDraw = True
63.2771 	EXP 	up: autoDraw = True
63.2771 	EXP 	down: autoDraw = True
63.2938 	EXP 	center: autoDraw = True
63.2938 	EXP 	left: autoDraw = True
63.2938 	EXP 	right: autoDraw = True
63.2938 	EXP 	up: autoDraw = True
63.2938 	EXP 	down: autoDraw = True
63.3105 	EXP 	center: autoDraw = True
63.3105 	EXP 	left: autoDraw = True
63.3105 	EXP 	right: autoDraw = True
63.3105 	EXP 	up: autoDraw = True
63.3105 	EXP 	down: autoDraw = True
63.3271 	EXP 	center: autoDraw = True
63.3271 	EXP 	left: autoDraw = True
63.3271 	EXP 	right: autoDraw = True
63.3271 	EXP 	up: autoDraw = True
63.3271 	EXP 	down: autoDraw = True
63.3438 	EXP 	center: autoDraw = True
63.3438 	EXP 	left: autoDraw = True
63.3438 	EXP 	right: autoDraw = True
63.3438 	EXP 	up: autoDraw = True
63.3438 	EXP 	down: autoDraw = True
63.3603 	EXP 	center: autoDraw = True
63.3603 	EXP 	left: autoDraw = True
63.3603 	EXP 	right: autoDraw = True
63.3603 	EXP 	up: autoDraw = True
63.3603 	EXP 	down: autoDraw = True
63.3770 	EXP 	center: autoDraw = True
63.3770 	EXP 	left: autoDraw = True
63.3770 	EXP 	right: autoDraw = True
63.3770 	EXP 	up: autoDraw = True
63.3770 	EXP 	down: autoDraw = True
63.3938 	EXP 	center: autoDraw = True
63.3938 	EXP 	left: autoDraw = True
63.3938 	EXP 	right: autoDraw = True
63.3938 	EXP 	up: autoDraw = True
63.3938 	EXP 	down: autoDraw = True
63.4104 	EXP 	center: autoDraw = True
63.4104 	EXP 	left: autoDraw = True
63.4104 	EXP 	right: autoDraw = True
63.4104 	EXP 	up: autoDraw = True
63.4104 	EXP 	down: autoDraw = True
63.4271 	EXP 	center: autoDraw = True
63.4271 	EXP 	left: autoDraw = True
63.4271 	EXP 	right: autoDraw = True
63.4271 	EXP 	up: autoDraw = True
63.4271 	EXP 	down: autoDraw = True
63.4439 	EXP 	center: autoDraw = True
63.4439 	EXP 	left: autoDraw = True
63.4439 	EXP 	right: autoDraw = True
63.4439 	EXP 	up: autoDraw = True
63.4439 	EXP 	down: autoDraw = True
63.4606 	EXP 	center: autoDraw = True
63.4606 	EXP 	left: autoDraw = True
63.4606 	EXP 	right: autoDraw = True
63.4606 	EXP 	up: autoDraw = True
63.4606 	EXP 	down: autoDraw = True
63.4768 	EXP 	center: autoDraw = True
63.4768 	EXP 	left: autoDraw = True
63.4768 	EXP 	right: autoDraw = True
63.4768 	EXP 	up: autoDraw = True
63.4768 	EXP 	down: autoDraw = True
63.4937 	EXP 	center: autoDraw = True
63.4937 	EXP 	left: autoDraw = True
63.4937 	EXP 	right: autoDraw = True
63.4937 	EXP 	up: autoDraw = True
63.4937 	EXP 	down: autoDraw = True
63.5104 	EXP 	center: autoDraw = True
63.5104 	EXP 	left: autoDraw = True
63.5104 	EXP 	right: autoDraw = True
63.5104 	EXP 	up: autoDraw = True
63.5104 	EXP 	down: autoDraw = True
63.5271 	EXP 	center: autoDraw = True
63.5271 	EXP 	left: autoDraw = True
63.5271 	EXP 	right: autoDraw = True
63.5271 	EXP 	up: autoDraw = True
63.5271 	EXP 	down: autoDraw = True
63.5437 	EXP 	center: autoDraw = True
63.5437 	EXP 	left: autoDraw = True
63.5437 	EXP 	right: autoDraw = True
63.5437 	EXP 	up: autoDraw = True
63.5437 	EXP 	down: autoDraw = True
63.5605 	EXP 	center: autoDraw = True
63.5605 	EXP 	left: autoDraw = True
63.5605 	EXP 	right: autoDraw = True
63.5605 	EXP 	up: autoDraw = True
63.5605 	EXP 	down: autoDraw = True
63.5771 	EXP 	center: autoDraw = True
63.5771 	EXP 	left: autoDraw = True
63.5771 	EXP 	right: autoDraw = True
63.5771 	EXP 	up: autoDraw = True
63.5771 	EXP 	down: autoDraw = True
63.5929 	EXP 	center: autoDraw = True
63.5929 	EXP 	left: autoDraw = True
63.5929 	EXP 	right: autoDraw = True
63.5929 	EXP 	up: autoDraw = True
63.5929 	EXP 	down: autoDraw = True
63.6106 	EXP 	center: autoDraw = True
63.6106 	EXP 	left: autoDraw = True
63.6106 	EXP 	right: autoDraw = True
63.6106 	EXP 	up: autoDraw = True
63.6106 	EXP 	down: autoDraw = True
63.6264 	EXP 	center: autoDraw = True
63.6264 	EXP 	left: autoDraw = True
63.6264 	EXP 	right: autoDraw = True
63.6264 	EXP 	up: autoDraw = True
63.6264 	EXP 	down: autoDraw = True
63.6438 	EXP 	center: autoDraw = True
63.6438 	EXP 	left: autoDraw = True
63.6438 	EXP 	right: autoDraw = True
63.6438 	EXP 	up: autoDraw = True
63.6438 	EXP 	down: autoDraw = True
63.6605 	EXP 	center: autoDraw = True
63.6605 	EXP 	left: autoDraw = True
63.6605 	EXP 	right: autoDraw = True
63.6605 	EXP 	up: autoDraw = True
63.6605 	EXP 	down: autoDraw = True
63.6765 	EXP 	center: autoDraw = True
63.6765 	EXP 	left: autoDraw = True
63.6765 	EXP 	right: autoDraw = True
63.6765 	EXP 	up: autoDraw = True
63.6765 	EXP 	down: autoDraw = True
63.6935 	EXP 	center: autoDraw = True
63.6935 	EXP 	left: autoDraw = True
63.6935 	EXP 	right: autoDraw = True
63.6935 	EXP 	up: autoDraw = True
63.6935 	EXP 	down: autoDraw = True
63.7102 	EXP 	center: autoDraw = True
63.7102 	EXP 	left: autoDraw = True
63.7102 	EXP 	right: autoDraw = True
63.7102 	EXP 	up: autoDraw = True
63.7102 	EXP 	down: autoDraw = True
63.7269 	EXP 	center: autoDraw = True
63.7269 	EXP 	left: autoDraw = True
63.7269 	EXP 	right: autoDraw = True
63.7269 	EXP 	up: autoDraw = True
63.7269 	EXP 	down: autoDraw = True
63.7436 	EXP 	center: autoDraw = True
63.7436 	EXP 	left: autoDraw = True
63.7436 	EXP 	right: autoDraw = True
63.7436 	EXP 	up: autoDraw = True
63.7436 	EXP 	down: autoDraw = True
63.7603 	EXP 	center: autoDraw = True
63.7603 	EXP 	left: autoDraw = True
63.7603 	EXP 	right: autoDraw = True
63.7603 	EXP 	up: autoDraw = True
63.7603 	EXP 	down: autoDraw = True
63.7771 	EXP 	center: autoDraw = True
63.7771 	EXP 	left: autoDraw = True
63.7771 	EXP 	right: autoDraw = True
63.7771 	EXP 	up: autoDraw = True
63.7771 	EXP 	down: autoDraw = True
63.7939 	EXP 	center: autoDraw = True
63.7939 	EXP 	left: autoDraw = True
63.7939 	EXP 	right: autoDraw = True
63.7939 	EXP 	up: autoDraw = True
63.7939 	EXP 	down: autoDraw = True
63.8106 	EXP 	center: autoDraw = True
63.8106 	EXP 	left: autoDraw = True
63.8106 	EXP 	right: autoDraw = True
63.8106 	EXP 	up: autoDraw = True
63.8106 	EXP 	down: autoDraw = True
63.8268 	EXP 	center: autoDraw = True
63.8268 	EXP 	left: autoDraw = True
63.8268 	EXP 	right: autoDraw = True
63.8268 	EXP 	up: autoDraw = True
63.8268 	EXP 	down: autoDraw = True
63.8440 	EXP 	center: autoDraw = True
63.8440 	EXP 	left: autoDraw = True
63.8440 	EXP 	right: autoDraw = True
63.8440 	EXP 	up: autoDraw = True
63.8440 	EXP 	down: autoDraw = True
63.8598 	EXP 	center: autoDraw = True
63.8598 	EXP 	left: autoDraw = True
63.8598 	EXP 	right: autoDraw = True
63.8598 	EXP 	up: autoDraw = True
63.8598 	EXP 	down: autoDraw = True
63.8769 	EXP 	center: autoDraw = True
63.8769 	EXP 	left: autoDraw = True
63.8769 	EXP 	right: autoDraw = True
63.8769 	EXP 	up: autoDraw = True
63.8769 	EXP 	down: autoDraw = True
63.8936 	EXP 	center: autoDraw = True
63.8936 	EXP 	left: autoDraw = True
63.8936 	EXP 	right: autoDraw = True
63.8936 	EXP 	up: autoDraw = True
63.8936 	EXP 	down: autoDraw = True
63.9103 	EXP 	center: autoDraw = True
63.9103 	EXP 	left: autoDraw = True
63.9103 	EXP 	right: autoDraw = True
63.9103 	EXP 	up: autoDraw = True
63.9103 	EXP 	down: autoDraw = True
63.9270 	EXP 	center: autoDraw = True
63.9270 	EXP 	left: autoDraw = True
63.9270 	EXP 	right: autoDraw = True
63.9270 	EXP 	up: autoDraw = True
63.9270 	EXP 	down: autoDraw = True
63.9439 	EXP 	center: autoDraw = True
63.9439 	EXP 	left: autoDraw = True
63.9439 	EXP 	right: autoDraw = True
63.9439 	EXP 	up: autoDraw = True
63.9439 	EXP 	down: autoDraw = True
63.9597 	EXP 	center: autoDraw = True
63.9597 	EXP 	left: autoDraw = True
63.9597 	EXP 	right: autoDraw = True
63.9597 	EXP 	up: autoDraw = True
63.9597 	EXP 	down: autoDraw = True
63.9770 	EXP 	center: autoDraw = True
63.9770 	EXP 	left: autoDraw = True
63.9770 	EXP 	right: autoDraw = True
63.9770 	EXP 	up: autoDraw = True
63.9770 	EXP 	down: autoDraw = True
63.9930 	EXP 	center: autoDraw = True
63.9930 	EXP 	left: autoDraw = True
63.9930 	EXP 	right: autoDraw = True
63.9930 	EXP 	up: autoDraw = True
63.9930 	EXP 	down: autoDraw = True
64.0097 	EXP 	center: autoDraw = True
64.0097 	EXP 	left: autoDraw = True
64.0097 	EXP 	right: autoDraw = True
64.0097 	EXP 	up: autoDraw = True
64.0097 	EXP 	down: autoDraw = True
64.0266 	EXP 	center: autoDraw = True
64.0266 	EXP 	left: autoDraw = True
64.0266 	EXP 	right: autoDraw = True
64.0266 	EXP 	up: autoDraw = True
64.0266 	EXP 	down: autoDraw = True
64.0434 	EXP 	center: autoDraw = True
64.0434 	EXP 	left: autoDraw = True
64.0434 	EXP 	right: autoDraw = True
64.0434 	EXP 	up: autoDraw = True
64.0434 	EXP 	down: autoDraw = True
64.0602 	EXP 	center: autoDraw = True
64.0602 	EXP 	left: autoDraw = True
64.0602 	EXP 	right: autoDraw = True
64.0602 	EXP 	up: autoDraw = True
64.0602 	EXP 	down: autoDraw = True
64.0768 	EXP 	center: autoDraw = True
64.0768 	EXP 	left: autoDraw = True
64.0768 	EXP 	right: autoDraw = True
64.0768 	EXP 	up: autoDraw = True
64.0768 	EXP 	down: autoDraw = True
64.0936 	EXP 	center: autoDraw = True
